YEAR,MONTH,SUPPLIER,ITEM CODE,ITEM DESCRIPTION,ITEM TYPE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
2020,1,DOPS INC,334320,BARON DE LEY RESA  RIOJA - 750ML,WINE,0.0,0.0,1.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,334353,OLE SMOKY BLKBRY MOONSHINE - 750ML,LIQUOR,1.51,2.0,0.0
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,334360,ANGELINI ESTATE SANG - 750ML,WINE,0.67,0.0,0.0
2020,1,DEUTSCH FAMILY WINE & SPIRITS,334373,LAYER CAKE S/BLC - 750ML,WINE,3.27,3.0,5.0
2020,1,PUNTO VINO LLC,334383,GIUGGIOLO ROSSO TOSCANA - 750ML,WINE,0.0,0.0,2.0
2020,1,E & J GALLO WINERY,334399,LOUIS MARTINI CAL CAB - 750ML,WINE,0.0,0.0,18.0
2020,1,PUNTO VINO LLC,334466,NETZL GRUNER CLASSIC - 750ML,WINE,0.0,0.0,1.0
2020,1,OPICI FAMILY DISTRIBUTING OF MD,334473,CUSTARD CHARD - 750ML,WINE,0.0,0.0,1.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,334475,MICHEL TORINO D/D TORR RES - 750ML,WINE,0.0,0.0,1.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,334477,MICHEL TORINO D/D CAB RES - 750ML,WINE,0.08,0.0,0.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,334479,MICHEL TORINO D/D TANNAT RES - 750ML,WINE,0.17,0.0,0.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,334490,ANGOSTURA AMARO - 750ML,LIQUOR,0.0,0.0,0.0
2020,1,DEUTSCH FAMILY WINE & SPIRITS,334513,QUINTA DO VALE MEAO DOURO 12 - 750ML,WINE,0.5,0.0,0.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,334530,EL SILENCIO ESPADIN MEZCAL - 750ML,LIQUOR,27.61,29.0,2.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,334567,ANTICA CHARD 12 - 750ML,WINE,0.0,0.0,1.0
2020,1,PWSWN INC,334593,CHEF GEOFF'S DAILY CHARD - 750ML,WINE,0.0,0.0,6.0
2020,1,PWSWN INC,334595,CHEF GEOFF'S DAILY CAB - 750ML,WINE,0.0,0.0,13.0
2020,1,LANTERNA DISTRIBUTORS INC,334607,CH DE MARJOLET CDR ROUGE - 750ML,WINE,0.0,0.0,8.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,33464,PATRON TEQUILA - SILVER - 750ML,LIQUOR,124.92,144.0,89.0
2020,1,LUNEAU USA INC,334688,CH LA GRAVIERE RED BORD - 750ML,WINE,0.0,0.0,6.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,334695,HOUSE S/BLC - 3L BOX,WINE,0.0,0.0,1.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,334697,HOUSE MALB - 3L BOX,WINE,0.0,0.0,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",334703,MAS ALTA BLK SLATE VILELLE ALTA - 750ML,WINE,0.0,0.0,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,334740,PENNER ASH WILLIAMETTE P/NOIR - 750ML,WINE,0.0,0.0,4.0
2020,1,FREE RUN WINE MERCHANTS LLC,334748,FIELD REC. FICTION RED 13 - 750ML,WINE,0.0,0.0,3.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,334750,CAVICCHIOLI 1928 PROSECCO - 750ML,WINE,2.04,5.0,11.0
2020,1,DIONYSOS IMPORTS INC,334768,CASA DE SANTAR DAO RED 10 - 750ML,WINE,0.0,0.0,2.0
2020,1,MONSIEUR TOUTON SELECTION,334799,SIMONNET FEBVRE SAU DE ST BRIS - 750ML,WINE,0.08,0.0,0.0
2020,1,STOLI GROUP (USA) LLC,33480,STOLICHNAYA VODKA - ORANGE - 1L,LIQUOR,8.19,8.0,2.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",334817,SEA PEARL S/BLC - 750ML,WINE,2.54,3.0,24.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",334819,CORTESE NEBB - 750ML,WINE,0.0,0.0,1.0
2020,1,BARON FRANCOIS LTD,334870,PARK COGNAC XO - 750ML,LIQUOR,0.34,0.0,0.0
2020,1,BARON FRANCOIS LTD,334873,PARK COGNAC BORDERIES - 750ML,LIQUOR,1.53,1.0,0.0
2020,1,OPICI FAMILY DISTRIBUTING OF MD,334892,PEIRANO OLD VNS ZIN - 750ML,WINE,0.0,0.0,1.0
2020,1,BARON FRANCOIS LTD,334913,PARK COGNAC VSOP - 750ML,LIQUOR,1.69,5.0,0.0
2020,1,PWSWN INC,334943,BRYN MAWR WILLAMETTE VLY CHARD 14 - 750ML,WINE,0.0,0.0,1.0
2020,1,LEGENDS LTD,334953,TRIPLE 8 BLUEBRY VODKA - 750ML,LIQUOR,0.0,0.0,2.0
2020,1,MONSIEUR TOUTON SELECTION,334957,LAVENDETTE ROSE DE PROV - 750ML,WINE,0.16,0.0,1.0
2020,1,FREE RUN WINE MERCHANTS LLC,334972,LA GALOPE S/BLC 14 - 750ML,WINE,0.0,0.0,1.0
2020,1,FREE RUN WINE MERCHANTS LLC,334978,FOSSIL POINT CHARD 12 - 750ML,WINE,0.0,0.0,1.0
2020,1,FREE RUN WINE MERCHANTS LLC,334988,EOLA HILLS P/NOIR 13 - 750ML,WINE,0.0,0.0,5.0
2020,1,ELITE WINES IMPORTS,335003,BESO DE RECHENNA CAVA - 750ML,WINE,0.0,0.0,10.0
2020,1,BARON FRANCOIS LTD,335007,CH DE LA DEIDIERE ROSE - 750ML,WINE,0.0,1.0,0.0
2020,1,JACKSON FAMILY ENTERPRISES INC,335022,K JACKSON GR RES P/NOIR - 750ML,WINE,0.25,0.0,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335026,ROCCA DELLE MACIE CONFINI P/GRIG - 750ML,WINE,0.0,0.0,1.0
2020,1,DELICATO FAMILY VINEYARDS,335028,GNARLY HEAD AUTHENTIC BLK - 750ML,WINE,20.77,20.0,4.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,335031,OZV RED BLEND - 750ML,WINE,0.0,0.0,1.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,335118,ST CLEMENT CAB - 750ML,WINE,0.4,0.0,0.0
2020,1,FLAVOR SEEKERS LLC,335164,MANGRIA WH PEACH PEAR WINE COCKTAIL - 750ML,WINE,0.17,0.0,0.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",335187,TIAMO P/GRIG 13 - 20L,WINE,0.0,0.0,1.0
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,335232,BRECA GARNACHA DEL FUEGO ROSE - 750ML,WINE,0.0,0.0,3.0
2020,1,PWSWN INC,335236,CAN XA BRUT CAVA - 750ML,WINE,1.24,0.0,4.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335253,WILLAKENZIE P/GRIS - 750ML,WINE,0.41,0.0,0.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",335257,BODEGAS TARIMA MONASTRELL ORG - 750ML,WINE,0.0,0.0,1.0
2020,1,SAN ANTONIO WINERY INC,335260,STELLA ROSA BLK - 750ML,WINE,18.71,19.0,43.0
2020,1,CONSTELLATION BRANDS,335266,REX GOLIATH CHARD - 1.5L,WINE,0.17,0.0,0.0
2020,1,BACCHUS IMPORTERS LTD,335273,CANARD DUCHENE BRUT AUTH - 750ML,WINE,2.36,1.0,5.0
2020,1,CONSTELLATION BRANDS,335274,REX GOLIATH CAB - 1.5L,WINE,2.04,1.0,5.0
2020,1,CONSTELLATION BRANDS,335282,REX GOLIATH MER - 1.5L,WINE,1.52,0.0,0.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",335285,SATELLITE S/BLC - 750ML,WINE,0.0,0.0,11.0
2020,1,PWSWN INC,335289,PASO ROBLES PETITE COTE - 750ML,WINE,0.0,0.0,2.0
2020,1,PWSWN INC,335307,MULTIPLICITY RED BLEND 12 - 750ML,WINE,0.0,0.0,1.0
2020,1,PWSWN INC,335309,MARC CELLARS CAB 12 - 750ML,WINE,0.0,0.0,1.0
2020,1,MONSIEUR TOUTON SELECTION,335330,RUBY RED - 750ML,WINE,12.07,12.0,19.0
2020,1,MOET HENNESSY USA,335355,HENNESSY VSOP 24/CS - 375ML,LIQUOR,7.05,10.0,0.0
2020,1,HUB WINE CORPORATION,335356,90+ CELLARS LOT 50 PROSECCO - 750ML,WINE,0.0,0.0,24.0
2020,1,REMY COINTREAU USA,335363,REMY MARTIN 1738 12/CS - 375ML,LIQUOR,2.65,9.0,0.0
2020,1,HUB WINE CORPORATION,335369,90+ CELLARS LOT 42 P/GRIG 14 - 750ML,WINE,0.0,0.0,4.0
2020,1,HUB WINE CORPORATION,335372,90+ CELLARS LOT 2 S/BLC 14 - 750ML,WINE,0.92,0.0,0.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335385,ROSCATO ROSE - 750ML,WINE,2.44,6.0,13.0
2020,1,MONSIEUR TOUTON SELECTION,335409,GRAFFETTA GRILLO - 750ML,WINE,0.0,0.0,1.0
2020,1,HUB WINE CORPORATION,335418,90+ CELLARS LOT 53 CAB 14 - 750ML,WINE,0.0,0.0,8.0
2020,1,CONSTANTINE WINES INC,33545,FREY NATURAL WH - 750ML,WINE,0.0,0.0,3.0
2020,1,A I G WINE & SPIRITS,335452,LES FONTANELLES P/NOIR - 750ML,WINE,0.0,0.0,2.0
2020,1,LANTERNA DISTRIBUTORS INC,335456,CASALINI P/GRIG - 750ML,WINE,0.0,0.0,12.0
2020,1,LANTERNA DISTRIBUTORS INC,335458,CASALINI MONT-ABRZ - 750ML,WINE,0.0,0.0,9.0
2020,1,PWSWN INC,335475,BRYN MAWR WILLAMETTE P/NOIR - 750ML,WINE,0.0,0.0,7.0
2020,1,LUNEAU USA INC,335486,ROGER D'ANOIA CAVA BRUT - 750ML,WINE,0.57,0.0,11.0
2020,1,BARON FRANCOIS LTD,335489,DOM DE RAISSAC P/NOIR LES LIONS - 750ML,WINE,0.0,0.0,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",335513,BROADBENT VIN VERDE ROSE - 750ML,WINE,0.0,0.0,1.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,335522,J.W. MORRIS CAB - 1.5L,WINE,0.0,0.0,2.0
2020,1,CONSTANTINE WINES INC,335525,WINNERS TANK SHZ - 750ML,WINE,0.0,0.0,1.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,335527,J.W. MORRIS CHARD - 1.5L,WINE,0.0,0.0,2.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,335531,J.W. MORRIS MER - 1.5L,WINE,0.0,0.0,1.0
2020,1,TRADEWINDS SPECIALTY IMPORTS LLC,335540,ARRAYAN ROSE 14 - 750ML,WINE,0.0,0.0,2.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,335549,TY KU CUCUMBER - 720ML,WINE,0.0,0.0,3.0
2020,1,BACCHUS IMPORTERS LTD,335550,CONO SUR CHARD - 750ML,WINE,0.08,0.0,0.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,335562,J.W. MORRIS P/NOIR,WINE,0.0,0.0,3.0
2020,1,BACCHUS IMPORTERS LTD,335568,CONO SUR CAB - 750ML,WINE,0.08,0.0,0.0
2020,1,LANTERNA DISTRIBUTORS INC,335578,LAGO VIN VERDE - 750ML,WINE,0.16,0.0,4.0
2020,1,LANTERNA DISTRIBUTORS INC,335580,PORTAL DA CALCADA VIN VERDE - 750ML,WINE,0.0,0.0,1.0
2020,1,LANTERNA DISTRIBUTORS INC,335582,LAGO RED BLEND - 750ML,WINE,0.0,0.0,2.0
2020,1,BACCHUS IMPORTERS LTD,335584,CONO SUR P/NOIR - 750ML,WINE,0.0,0.0,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",335589,SANTA JULIA MT RED BLEND RESA - 750ML,WINE,0.08,0.0,8.0
2020,1,CONSTANTINE WINES INC,335609,LARDY CHARD BEAUJ VLG BLC - 750ML,WINE,0.0,0.0,1.0
2020,1,PWSWN INC,335634,MARC CELLARS CHARD - 750ML,WINE,0.0,0.0,5.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335642,CUL DE SAC P/GRIG - 750ML,WINE,0.0,0.0,8.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335644,CUL DE SAC MOSCATO - 750ML,WINE,0.0,0.0,4.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335646,CUL DE SAC CAB - 750ML,WINE,0.0,0.0,8.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335648,CUL DE SAC MER - 750ML,WINE,0.0,0.0,7.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335651,CUL DE SAC CHARD - 750ML,WINE,0.0,0.0,9.0
2020,1,BACCHUS IMPORTERS LTD,335667,BUENA VISTA NORTH COAST P/NOIR - 750ML,WINE,0.0,0.0,6.0
2020,1,DIONYSOS IMPORTS INC,335671,LE PETIT JAMMES CAHORS RED 13 - 750ML,WINE,0.0,0.0,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335683,CUTTINGS RED BLEND 12 - 750ML,WINE,0.0,0.0,1.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335685,SUTTER HOME PNK MOSCATO - 187ML,WINE,0.0,0.0,3.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335694,DAOU RES CAB - 750ML,WINE,0.0,0.0,1.0
2020,1,DEUTSCH FAMILY WINE & SPIRITS,335696,BIB & TUCKER BOURBON - 750ML,LIQUOR,15.09,18.0,0.0
2020,1,OPICI FAMILY DISTRIBUTING OF MD,335698,UNCLE VAL'S RESTORATIVE GIN - 750ML,LIQUOR,0.34,1.0,0.0
2020,1,OPICI FAMILY DISTRIBUTING OF MD,335700,UNCLE VAL'S PEPPERED GIN - 750ML,LIQUOR,0.51,0.0,0.0
2020,1,DELICATO FAMILY VINEYARDS,335707,BOTA BRICK CABERNET SAUVIGNON - 1.5L,WINE,7.63,8.0,11.0
2020,1,DELICATO FAMILY VINEYARDS,335709,BOTA BRICK CHARDONNAY - 1.5L,WINE,5.78,5.0,9.0
2020,1,DELICATO FAMILY VINEYARDS,335714,BOTA BRICK PINOT GRIGIO - 1.5L,WINE,5.09,6.0,9.0
2020,1,PERNOD RICARD USA LLC,335718,CHIVAS EXTRA - 750ML,LIQUOR,15.92,22.0,0.0
2020,1,INTERBALT PRODUCTS CORP,335723,LEAF ORGANIC VODKA GLACIAL - 750ML,LIQUOR,0.16,0.0,0.0
2020,1,BACCHUS IMPORTERS LTD,335731,PRICHARD'S SWEET LUCIFER BOURBON LIQUEUR - 750ML,LIQUOR,0.68,0.0,0.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335733,PICAROON GOLD RUM - 750ML,LIQUOR,0.34,0.0,0.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335735,PICAROON WHITE RUM - 750ML,LIQUOR,0.51,0.0,0.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335737,SLOOP BETTY VODKA - 750ML,LIQUOR,0.5,0.0,0.0
2020,1,PWSWN INC,335742,MARC CELLARS P/NOIR - 750ML,WINE,0.08,0.0,18.0
2020,1,FREE RUN WINE MERCHANTS LLC,335749,APHROS TEN 12 - 750ML,WINE,0.0,0.0,2.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,335765,RED KNOT SHZ - 750ML,WINE,0.0,0.0,1.0
2020,1,CONSTELLATION BRANDS,335776,SALDO ZINFANDEL - 750ML,WINE,1.7,2.0,5.0
2020,1,WINE BRIDGE IMPORTS INC,335782,SERBAL MALB - 750ML,WINE,0.0,0.0,1.0
2020,1,ELITE WINES IMPORTS,335835,CEDRE HERITAGE CAHORS - 750ML,WINE,0.24,0.0,4.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,335854,LANDMARK OVERLOOK P/NOIR - 750ML,WINE,0.57,2.0,5.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,335882,CAN BLAU CELL BLAU - 750ML,WINE,0.16,0.0,0.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",335924,BODEGAS BORSAO ROSE - 750ML,WINE,0.0,0.0,1.0
2020,1,BARON FRANCOIS LTD,335927,CH LA MOULINIERE ROSE - 750ML,WINE,0.56,0.0,1.0
2020,1,DIONYSOS IMPORTS INC,335941,NONA PETIT PRIORAT 12 - 750ML,WINE,0.0,0.0,1.0
2020,1,CONSTELLATION BRANDS,33596,REX GOLIATH P/GRIG - 750ML,WINE,0.0,0.0,2.0
2020,1,E & J GALLO WINERY,335989,LOCATIONS E SPANISH RED  - 750ML,WINE,4.33,6.0,1.0
2020,1,E & J GALLO WINERY,335992,LOCATIONS I  ITALIAN RED - 750ML,WINE,2.03,7.0,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",336015,PRODIGO NERO D AVOLA - 750ML,WINE,0.0,0.0,1.0
2020,1,POTOMAC SELECTIONS INC,336031,PRISMA S/BLC CASABLANCA VLY - 750ML,WINE,0.0,0.0,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",336038,LA VALENTINA MONTEPUL - 750ML,WINE,0.0,0.0,1.0
2020,1,HUB WINE CORPORATION,336062,MIJA RED SANGRIA NV - 750ML,WINE,0.0,0.0,3.0
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,336114,RAYMOND R COLLECTION CAB      319724 - 750ML,WINE,0.0,0.0,1.0
2020,1,MONSIEUR TOUTON SELECTION,336129,LOUIS DUMONT BRUT - 750ML,WINE,0.0,0.0,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",336162,SANTA JULIA CHARD - 750ML,WINE,0.0,0.0,1.0
2020,1,INTERBALT PRODUCTS CORP,336167,OLD TAVERN RED DESSERT - 750ML,WINE,0.0,0.0,1.0
2020,1,E M D SALES INC,336187,SANTIAGO QUEIROLO MALB - 750ML,WINE,0.0,0.0,1.0
2020,1,E M D SALES INC,336189,SANTIAGO QUEIROLO S/BLC - 750ML,WINE,0.0,0.0,2.0
2020,1,E M D SALES INC,336192,SANTIAGO QUEIROLO SHZ - 750ML,WINE,0.0,0.0,1.0
2020,1,OSLO ENTERPRISE,336218,CH L'INSOUMISE CARESSE DU TERROIR 12 - 750ML,WINE,0.08,0.0,1.0
2020,1,MONSIEUR TOUTON SELECTION,33626,TOMAIOLO CHN RIS - 750ML,WINE,0.0,0.0,1.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",336291,LE BRUN DE BRETAGNE CIDER EFF - 750ML,WINE,0.0,0.0,2.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,336298,STARLING CASTLE GEW - 750ML,WINE,0.0,0.0,1.0
2020,1,DIONYSOS IMPORTS INC,336303,LA JARA SPK BRUT ROSE ORG - 750ML,WINE,0.0,0.0,5.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",336319,MAN VINTNERS PINOTAGE - 750ML,WINE,0.0,0.0,3.0
2020,1,PWSWN INC,336336,ZORGVLIET SILVERMYN ROSE - 750ML,WINE,0.0,1.0,3.0
2020,1,PWSWN INC,336338,ENIGMA SILVERMYN ARGENTUM - 750ML,WINE,0.0,0.0,2.0
2020,1,PWSWN INC,336345,K CELLARS SYR/CAB - 750ML,WINE,0.08,0.0,0.0
2020,1,PWSWN INC,336347,K CELLARS CAB - 750ML,WINE,0.0,0.0,6.0
2020,1,PWSWN INC,336349,K CELLARS CHARD - 750ML,WINE,0.0,0.0,1.0
2020,1,PWSWN INC,336354,K CELLARS MER - 750ML,WINE,0.0,0.0,2.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",336361,LE BRUN BRETAGNE CIDER ORG - 750ML,WINE,0.0,0.0,1.0
2020,1,BACCHUS IMPORTERS LTD,336391,GLENDALOUGH 7YR IRISH WHISKEY - 750ML,LIQUOR,0.68,0.0,0.0
2020,1,BACCHUS IMPORTERS LTD,336396,GLENDALOUGH 13YR SM IRISH WHISKEY - 750ML,LIQUOR,0.17,0.0,0.0
2020,1,MONSIEUR TOUTON SELECTION,336413,ARCAIA P/NOIR - 1.5L,WINE,0.0,0.0,1.0
2020,1,RELIABLE CHURCHILL LLLP,336427,SWEETLAND CELLARS JAZZ BERRY - 750ML,WINE,0.48,0.0,0.0
2020,1,LANTERNA DISTRIBUTORS INC,336445,THE BOATMAN RED BLEND - 750ML,WINE,0.0,0.0,1.0
2020,1,FREE RUN WINE MERCHANTS LLC,336447,RHINO CAB PASO ROBLES 13 - 750ML,WINE,0.0,0.0,1.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,336455,SHANNON RIDGE HIGH ELEVATION ZIN - 750ML,WINE,0.0,0.0,3.0
2020,1,PWSWN INC,336462,ENIGMA SILVERMYN S/BLC - 750ML,WINE,0.0,0.0,2.0
2020,1,RELIABLE CHURCHILL LLLP,336473,DISTRICT MADE GIN - 750ML,LIQUOR,1.01,0.0,0.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,336512,FORTRESS CABERNET SAUVIGNON SONOMA COUNTY - 750ML,WINE,0.17,1.0,3.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",336518,J PORTUGAL RAMOS LOURIERO VV 13 - 750ML,WINE,0.0,0.0,1.0
2020,1,CONSTANTINE WINES INC,336520,UNDERWOOD P/GRIS - 750ML,WINE,0.0,0.0,1.0
2020,1,CONSTANTINE WINES INC,336527,UNDERWOOD ROSE - 750ML,WINE,-0.34,0.0,2.0
2020,1,INTERBALT PRODUCTS CORP,336536,CH MAYNE TURON RED BORD - 750ML,WINE,0.0,0.0,5.0
2020,1,ROYAL WINE CORP,336567,BARON HERZOG CHEN BL/VIOG - 750ML,WINE,0.0,0.0,10.0
2020,1,TRI-VIN IMPORTS,336585,CH FLOREAL LAGUENS 12 - 750ML,WINE,0.32,2.0,4.0
2020,1,TRI-VIN IMPORTS,336587,CH LA VERRIER 12 - 750ML,WINE,0.0,0.0,1.0
2020,1,JOS VICTORI WINES,336589,SWEET BITCH PEACH BUBBLY - 750ML,WINE,0.0,0.0,3.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,336637,A BY ACACIA CHARD - 750ML,WINE,0.67,0.0,0.0
2020,1,UNITED STATES DISTILLED PRODUCTS,336654,RISATA PROSECCO - 750ML,WINE,0.0,0.0,1.0
2020,1,MONSIEUR TOUTON SELECTION,336667,ARCAIA CAB - 1.5L,WINE,0.0,0.0,1.0
2020,1,O'NEILL BEVERAGES CO LLC,336689,BACKHOUSE CAB - 750ML,WINE,0.48,1.0,1.0
2020,1,PUNTO VINO LLC,336691,SALVANO BARO - 750ML,WINE,0.0,0.0,1.0
2020,1,PWSWN INC,336698,K CELLARS P/NOIR - 750ML,WINE,0.0,0.0,23.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,336724,ST GEORGE GREEEN CHILE VODKA - 750ML,LIQUOR,0.51,0.0,0.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,336729,ST GEORGE BOTANIVORE GIN - 750ML,LIQUOR,0.17,0.0,0.0
2020,1,FIFTH GENERATION INC,336731,TITO'S HANDMADE VODKA - 375ML,LIQUOR,70.41,64.0,3.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,336735,LIBERATED SAUVIGNON BLANC - 750ML,WINE,1.47,0.0,0.0
2020,1,BANFI PRODUCTS CORP,336738,NATURA CHILE MERLOT - 750ML,WINE,0.0,0.0,1.0
2020,1,QUINTESSENTIAL LLC,336748,IRONSTONE ZINFANDEL - 750ML,WINE,0.0,0.0,1.0
2020,1,RUSSIAN STANDARD VODKA (USA) INC,336753,RUSSIAN STANDARD PLATINUM - 750ML,LIQUOR,0.81,1.0,0.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,336755,LIBERATED PINOT NOIR - 750ML,WINE,0.82,0.0,0.0
2020,1,LCF WINE COMPANY LLC,336756,IVORY & BURT ZIN - 750ML,WINE,0.0,0.0,4.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",336778,CATENA CAB/FR SAN CARLOS - 750ML,WINE,0.0,0.0,1.0
2020,1,LEGENDS LTD,336806,DANSK KLAPOJSTER MEAD - 750ML,WINE,0.0,0.0,1.0
2020,1,LEGENDS LTD,336809,DANSK RIBE MJOD - 750ML,WINE,0.0,0.0,1.0
2020,1,LEGENDS LTD,336811,DANSK VIKINGERNES - 750ML,WINE,0.0,0.0,1.0
2020,1,DUGGANS DISTILLERS PROD,336855,KVINT KOSHER BRANDY - 750ML,LIQUOR,1.18,0.0,0.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",336858,MINER THE ORACLE NV RED - 750ML,WINE,0.0,0.0,1.0
2020,1,MHW LTD,336859,VILLA MORESCA ZIBIBBO - 750ML,WINE,0.0,0.0,1.0
2020,1,MHW LTD,336861,LA FORTUNA ROSSO DI MONTALCINO - 750ML,WINE,0.0,0.0,3.0
2020,1,DEUTSCH FAMILY WINE & SPIRITS,336865,JOSH CELLARS LEGACY - 750ML,WINE,14.74,17.0,17.0
2020,1,PWSWN INC,336876,BRANIZZI P/NERO - 750ML,WINE,0.75,0.0,3.0
2020,1,PWSWN INC,336878,BRANIZZI P/GRIG - 750ML,WINE,2.91,0.0,7.0
2020,1,CABERNET CORPORATION,336889,LA PLAYA RED BLEND - 750ML,WINE,0.0,0.0,4.0
2020,1,CONSTANTINE WINES INC,336900,VILLA SPARINA GAVI DI GAVI - 750ML,WINE,0.0,0.0,3.0
2020,1,E & J GALLO WINERY,336914,LIBERTY CREEK CHARD  - 500ML,WINE,0.0,0.0,37.0
2020,1,E & J GALLO WINERY,336916,LIBERTY CREEK MERLOT - 500ML,WINE,3.37,3.0,14.0
2020,1,E & J GALLO WINERY,336918,LIBERTY CREEK MOSCATO - 500ML,WINE,0.0,0.0,9.0
2020,1,E & J GALLO WINERY,336921,LIBERTY CREEK P/GRIG - 500ML,WINE,0.0,0.0,36.0
2020,1,PROXIMO SPIRITS INC,33693,GRAN CENTENARIO TEQUILA PLATA - 750ML,LIQUOR,0.25,2.0,0.0
2020,1,OPICI FAMILY DISTRIBUTING OF MD,336940,RUCA MALEN MALB TERROIR - 750ML,WINE,1.38,0.0,0.0
2020,1,OPICI FAMILY DISTRIBUTING OF MD,336942,LALUCA PROSECCO - 187ML,WINE,0.0,0.0,1.0
2020,1,OPICI FAMILY DISTRIBUTING OF MD,336944,CHERMETTE BEAUJ - 750ML,WINE,0.0,0.0,1.0
2020,1,IMPERO WINE DISTRIBUTORS VIRGINIA INC,336953,CONTI ZECCA LUNA MALV. BIANC. 750ML,WINE,0.0,0.0,1.0
2020,1,OPICI FAMILY DISTRIBUTING OF MD,336956,CARPINETO VINO NOBILE DI MONTEPUL - 750ML,WINE,0.32,1.0,0.0
2020,1,PUNTO VINO LLC,337005,ALCESTI NERO D'AVOLA - 750ML,WINE,0.0,0.0,4.0
2020,1,PUNTO VINO LLC,337013,ISOLA BIANCO ALCESTI - 750ML,WINE,0.0,0.0,5.0
2020,1,PUNTO VINO LLC,337021,ALCESTI L'ISOLA DEI PROFUMI ROSSO - 750ML,WINE,0.0,0.0,2.0
